Date,AZ-Phoenix,CA-Los Angeles,CA-San Diego,CA-San Francisco,CO-Denver,DC-Washington,FL-Miami,FL-Tampa,GA-Atlanta,IL-Chicago,MA-Boston,MI-Detroit,MN-Minneapolis,NC-Charlotte,NV-Las Vegas,NY-New York,OH-Cleveland,OR-Portland,TX-Dallas,WA-Seattle,Composite-10,Composite-20,National-US
41395.0,135.07,197.4,179.44,166.39,140.64,197.73,164.21,144.6,104.99,119.92,162.07,88.15,132.32,121.32,114.72,166.48,103.38,151.73,126.85,152.45,169.94,156.45,152.83
41426.0,136.51,200.4,183.07,169.35,141.39,197.58,166.54,146.02,106.12,120.34,162.44,88.25,131.62,121.67,117.22,167.13,103.72,153.16,127.6,153.73,171.58,157.84,153.79
41456.0,138.04,203.4,185.82,171.95,142.76,198.49,166.57,148.2,107.15,121.6,162.84,88.74,131.03,121.8,120.07,167.51,103.57,154.11,128.5,155.69,172.88,158.98,155.0
41487.0,140.02,206.99,188.9,173.62,143.79,199.38,167.85,150.41,109.06,121.84,163.69,89.26,132.32,122.69,122.92,168.25,103.57,155.85,129.57,156.9,174.56,160.57,156.4
41518.0,142.03,209.58,191.06,176.38,144.99,200.98,170.04,151.8,111.07,122.81,165.59,90.54,133.67,123.28,124.66,169.27,104.89,157.34,130.7,158.08,176.26,162.22,157.88
41548.0,143.51,212.71,192.33,177.8,145.42,202.32,173.2,153.32,113.08,123.9,167.06,92.26,135.83,124.5,126.05,170.67,105.02,158.16,131.92,158.99,178.14,163.97,159.14
41579.0,144.26,214.41,193.66,180.23,146.21,203.65,175.85,155.01,114.64,124.96,169.17,93.46,136.78,124.79,127.57,171.95,105.71,159.38,133.27,159.86,179.76,165.43,160.28
41609.0,144.87,216.07,194.5,181.93,147.49,205.76,177.77,156.55,115.45,126.0,170.06,94.45,137.63,125.47,128.62,172.73,105.15,160.73,134.38,161.27,181.05,166.66,161.57
41640.0,145.53,216.73,198.3,186.63,148.77,207.29,179.76,158.02,116.19,126.32,170.5,94.9,139.06,125.94,130.26,173.96,106.18,162.79,135.24,161.99,182.55,168.0,162.86
41671.0,146.08,219.67,200.61,189.98,150.31,208.67,180.63,158.14,116.99,127.66,171.14,94.84,140.57,126.11,131.1,174.37,105.83,164.95,136.3,164.51,184.43,169.29,164.04
41699.0,146.4,221.96,202.93,193.1,151.39,211.72,183.84,158.06,118.24,130.64,173.23,98.31,143.45,125.95,132.47,174.79,107.07,166.47,137.13,166.01,186.37,171.48,164.12
41730.0,146.38,221.98,202.23,193.16,152.14,210.28,185.22,158.28,117.93,130.99,176.54,99.12,144.29,126.19,133.01,174.65,106.41,167.45,137.65,167.16,186.35,171.59,163.96
41760.0,146.06,221.6,201.88,192.26,152.2,208.99,185.63,159.19,116.59,130.09,175.48,98.63,143.33,126.88,134.0,174.27,105.83,166.89,137.7,166.62,185.8,171.02,163.65
41791.0,145.99,221.52,201.48,191.56,152.28,207.82,185.58,159.16,115.13,128.4,173.85,97.26,140.45,126.18,134.99,174.13,104.61,167.11,137.83,166.88,185.42,170.53,163.44
41821.0,145.97,221.62,201.22,189.62,152.3,206.14,184.88,158.91,114.28,126.37,172.22,96.17,138.17,126.27,135.39,173.9,104.51,166.63,138.05,166.74,184.5,169.67,163.69
