Date,AZ-Phoenix,CA-Los Angeles,CA-San Diego,CA-San Francisco,CO-Denver,DC-Washington,FL-Miami,FL-Tampa,GA-Atlanta,IL-Chicago,MA-Boston,MI-Detroit,MN-Minneapolis,NC-Charlotte,NV-Las Vegas,NY-New York,OH-Cleveland,OR-Portland,TX-Dallas,WA-Seattle,Composite-10,Composite-20,National-US
31778.0,,59.43,54.79,46.96,50.35,64.41,68.55,77.44,,54.21,70.27,,,63.56,66.42,74.68,54.06,41.3,,,63.1,,63.99
31809.0,,59.89,55.22,47.3,50.16,65.13,68.92,78.1,,55.23,70.64,,,64.03,67.57,76.04,54.23,41.44,,,63.8,,64.45
31837.0,,60.4,55.49,47.84,50.38,66.0,69.39,77.69,,54.81,71.05,,,64.11,67.85,77.24,54.37,41.42,,,64.43,,64.76
31868.0,,61.32,56.05,47.98,50.74,66.64,69.46,77.82,,54.8,71.41,,,64.89,68.19,78.28,54.16,41.27,,,65.06,,65.16
31898.0,,62.03,56.46,48.31,50.76,67.44,69.75,77.97,,55.48,71.88,,,65.22,67.93,79.68,54.73,41.4,,,65.82,,65.59
31929.0,,62.78,56.79,48.61,50.43,68.52,69.47,78.68,,56.06,72.3,,,65.56,66.8,80.84,54.88,41.43,,,66.48,,66.09
31959.0,,63.46,57.08,49.08,50.2,69.39,69.64,78.99,,57.11,72.62,,,65.72,65.76,81.7,55.29,41.56,,,67.12,,66.52
31990.0,,64.13,57.38,49.54,50.12,70.25,69.8,78.95,,57.61,73.16,,,65.87,65.03,82.22,55.44,41.6,,,67.71,,66.95
32021.0,,64.89,57.84,50.24,50.06,71.4,70.57,79.04,,58.27,73.75,,,66.27,65.28,82.38,55.84,41.54,,,68.35,,67.34
32051.0,,65.77,58.3,50.99,50.15,72.32,71.02,78.87,,59.01,74.01,,,66.59,65.51,83.16,56.13,41.63,,,68.99,,67.76
32082.0,,66.71,58.9,51.64,49.73,73.16,71.42,79.02,,59.71,74.42,,,67.12,66.53,83.68,56.46,41.57,,,69.57,,68.12
32112.0,,67.78,59.4,52.23,49.85,73.59,71.46,79.36,,61.08,74.58,,,67.38,66.49,84.5,56.61,41.8,,,70.31,,68.53
32143.0,,68.78,60.02,52.7,49.55,74.4,71.68,79.5,,61.97,74.66,,,67.78,66.7,84.32,56.99,41.84,,,70.76,,68.88
32174.0,,69.71,60.49,53.2,49.49,75.29,71.83,79.43,,63.45,74.59,,,67.53,66.43,84.49,57.22,41.66,,,71.24,,69.28
32203.0,,70.7,61.28,53.87,49.06,76.39,72.35,79.24,,64.51,74.48,,,67.96,66.76,84.48,57.9,42.24,,,71.74,,69.66
32234.0,,71.48,61.44,54.53,48.74,77.3,72.72,79.66,,65.15,74.53,,,67.93,67.43,84.69,58.07,42.43,,,72.2,,69.99
32264.0,,72.48,61.85,56.07,48.35,78.38,73.1,79.95,,65.57,74.81,,,67.99,67.58,84.76,58.26,42.74,,,72.76,,70.43
32295.0,,74.39,61.44,57.88,48.17,79.34,73.71,80.18,,66.46,75.0,,,68.13,67.53,84.6,58.96,42.71,,,73.5,,70.89
32325.0,,76.92,64.59,58.17,48.22,80.78,74.11,80.51,,66.55,75.03,,,68.57,67.65,84.5,59.22,42.84,,,74.34,,71.36
32356.0,,78.67,65.29,58.5,48.25,81.93,74.68,80.71,,67.75,74.84,,,69.42,67.95,84.59,59.63,43.2,,,75.09,,71.81
32387.0,,80.61,66.08,58.94,48.21,83.16,75.25,80.63,,68.02,74.71,,,69.71,68.46,84.58,59.89,43.43,,,75.82,,72.25
32417.0,,82.38,67.18,59.95,48.03,83.67,75.6,80.73,,69.03,74.6,,,69.89,68.46,84.48,60.34,43.74,,,76.43,,72.65
32448.0,,84.41,68.43,61.11,47.75,84.63,75.96,80.61,,68.65,74.64,,,69.64,68.14,84.49,60.73,43.95,,,77.08,,73.08
32478.0,,85.82,69.83,62.47,47.44,85.93,76.22,80.9,,68.51,74.7,,,69.85,67.83,84.38,61.31,44.21,,,77.68,,73.48
32509.0,67.57,87.47,71.17,63.29,47.47,86.87,76.58,80.56,,68.33,74.52,,63.49,69.92,68.78,84.48,62.0,44.48,,,78.33,,73.96
32540.0,67.62,88.77,72.76,64.06,47.45,87.8,76.99,80.99,,69.01,75.17,,63.15,70.33,69.64,84.27,62.07,44.8,,,78.9,,74.39
32568.0,67.92,91.15,74.48,65.56,47.53,88.62,77.18,81.61,,70.07,75.55,,62.69,70.62,70.48,84.19,62.17,45.0,,,79.82,,74.79
32599.0,67.97,93.01,75.81,66.7,47.47,89.33,77.55,81.97,,70.65,75.39,,63.08,70.88,70.0,83.88,61.97,45.35,,,80.44,,75.09
32629.0,68.07,94.57,77.05,67.7,47.6,89.78,77.57,82.35,,70.51,75.04,,63.18,71.22,69.79,83.49,62.64,45.61,,,80.83,,75.31
32660.0,67.7,95.51,78.14,68.78,47.61,90.2,77.81,81.96,,70.52,74.52,,63.74,71.48,71.55,82.95,62.83,46.02,,,81.07,,75.48
32690.0,67.34,96.25,79.03,69.59,47.5,90.71,78.04,81.87,,70.33,74.18,,63.56,71.66,71.77,82.17,63.27,46.26,,,81.14,,75.66
32721.0,66.95,96.66,80.1,70.72,47.48,91.37,78.26,81.24,,70.37,73.44,,63.8,71.61,72.39,81.94,63.88,46.59,,,81.4,,75.84
32752.0,66.82,97.2,81.1,71.59,47.6,91.93,78.25,81.67,,70.18,73.01,,63.89,71.68,72.79,81.54,64.31,46.93,,,81.62,,76.06
32782.0,66.56,97.88,82.06,72.43,47.9,92.19,78.38,81.94,,70.06,72.72,,64.12,71.82,73.46,81.79,64.72,47.35,,,81.94,,76.29
32813.0,66.49,99.0,82.71,73.02,48.11,92.38,78.32,82.3,,69.87,72.99,,64.4,72.29,74.26,81.55,64.57,47.76,,,82.23,,76.52
32843.0,66.5,99.77,83.57,73.39,48.21,92.84,78.72,82.15,,69.68,73.0,,64.39,72.58,74.86,81.34,65.2,48.71,,,82.47,,76.71
32874.0,66.58,100.47,84.08,73.64,48.24,93.36,79.17,82.43,,69.36,73.1,,64.22,72.84,75.56,81.04,65.37,49.65,,58.89,82.65,,76.9
32905.0,66.7,100.76,84.74,73.82,48.36,93.66,79.67,82.74,,68.7,72.87,,64.01,73.01,75.64,80.98,65.98,50.57,,60.96,82.73,,77.05
32933.0,66.64,100.99,85.13,74.6,48.5,93.61,79.53,83.12,,68.9,72.19,,64.23,73.16,76.6,80.81,66.3,50.77,,62.95,82.76,,77.2
32964.0,66.78,100.99,85.55,75.07,48.52,93.59,79.44,82.75,,69.48,71.65,,64.47,73.46,77.27,80.21,66.92,51.46,,65.46,82.68,,77.28
32994.0,66.59,100.39,85.74,75.02,48.47,93.11,79.68,82.72,,70.0,70.69,,64.6,73.6,77.85,79.55,67.06,52.07,,66.55,82.33,,77.3
33025.0,66.6,100.11,85.75,74.59,48.58,92.63,79.86,82.44,,70.25,69.99,,64.58,74.04,78.73,78.93,67.61,53.39,,67.42,81.99,,77.26
33055.0,66.4,99.51,85.59,74.05,48.66,92.23,80.03,82.63,,70.66,69.36,,64.34,73.92,79.65,78.3,67.92,54.43,,67.58,81.57,,77.14
33086.0,66.26,99.05,85.34,73.75,48.67,91.84,79.87,82.43,,70.58,68.9,,64.08,73.99,80.58,77.55,68.24,55.56,,67.85,81.17,,77.0
33117.0,65.94,98.43,85.22,73.48,48.76,91.43,79.67,82.08,,70.94,68.6,,64.15,73.89,81.0,76.68,68.38,56.63,,67.51,80.77,,76.84
33147.0,65.81,98.0,84.92,72.91,48.67,91.26,79.44,81.67,,70.72,68.08,,64.42,73.92,81.55,76.31,68.47,57.01,,67.25,80.36,,76.7
33178.0,65.38,97.11,84.65,72.37,48.75,91.01,79.55,81.51,,70.96,67.12,,64.39,73.5,81.38,75.88,68.68,57.09,,66.93,79.91,,76.36
33208.0,65.45,96.55,84.03,71.86,48.73,90.94,79.35,81.78,,70.75,66.19,,64.54,73.51,81.7,75.62,68.79,56.82,,66.77,79.52,,76.18
33239.0,65.28,95.57,83.48,71.94,48.94,89.71,79.02,81.94,69.62,70.84,65.31,58.42,64.62,73.43,81.09,74.74,68.81,56.78,,66.26,78.87,,75.91
33270.0,65.48,94.7,82.56,71.13,48.98,89.26,78.72,82.12,69.47,71.1,64.75,58.13,64.54,73.35,82.06,74.11,68.81,57.32,,65.61,78.34,,75.74
33298.0,64.79,93.77,81.6,70.61,49.06,88.21,78.73,81.55,69.32,70.94,64.45,58.15,64.41,72.96,82.15,73.58,69.06,58.63,,65.13,77.71,,75.58
33329.0,64.63,93.74,81.21,69.91,49.31,87.92,78.74,81.55,69.72,71.24,64.03,58.22,64.29,73.18,82.24,73.05,69.5,58.77,,65.45,77.45,,75.57
33359.0,64.51,93.91,81.53,70.01,49.55,88.65,78.24,81.28,69.8,71.4,64.09,58.51,64.63,73.37,82.35,73.09,69.89,59.07,,65.75,77.6,,75.77
33390.0,64.93,94.06,81.89,70.28,49.89,88.94,78.52,81.66,70.05,71.32,64.06,58.81,64.83,73.43,82.27,73.46,70.18,59.33,,66.07,77.81,,76.0
33420.0,65.32,94.28,82.1,70.66,50.33,88.99,78.63,81.72,69.91,71.58,64.01,59.04,65.39,73.37,83.34,73.91,70.55,59.58,,66.25,78.09,,76.08
33451.0,65.56,94.26,81.94,70.83,50.51,88.61,79.39,81.89,70.09,71.79,64.1,59.19,65.68,73.23,83.64,74.24,70.65,59.72,,66.34,78.25,,76.11
33482.0,65.74,94.09,81.66,70.82,50.65,88.49,79.07,81.52,70.04,71.97,64.14,59.29,66.0,73.2,84.86,74.39,70.97,59.81,,66.41,78.27,,76.2
33512.0,65.72,93.88,81.66,70.71,50.83,88.42,79.1,81.4,70.14,72.18,64.11,59.54,65.64,73.41,82.99,74.56,71.07,60.29,,66.17,78.24,,76.07
33543.0,66.08,93.47,81.45,70.53,51.04,88.67,79.07,81.58,70.12,72.37,63.86,59.63,65.67,73.68,81.58,74.62,71.22,60.38,,66.18,78.15,,76.02
33573.0,66.04,93.14,81.34,70.45,51.32,88.47,78.98,81.81,70.01,73.01,63.81,59.76,65.87,73.83,82.83,74.77,71.25,61.22,,66.08,78.15,,76.05
33604.0,66.04,92.79,80.86,70.4,51.52,88.57,79.03,81.68,70.07,73.43,63.56,59.75,66.09,73.67,83.04,74.76,71.69,61.67,,66.32,78.07,,76.09
33635.0,66.07,92.57,80.57,70.34,52.28,88.22,78.66,80.76,70.17,73.72,63.56,59.84,66.54,73.66,83.5,74.82,72.06,61.99,,66.48,78.08,,76.16
33664.0,66.11,91.91,80.69,70.19,53.07,88.64,78.93,80.42,70.23,73.89,63.81,60.08,66.77,73.51,83.12,74.96,72.64,62.17,,66.81,78.01,,76.28
33695.0,66.09,91.44,80.68,69.69,53.58,88.84,79.17,80.72,70.22,73.23,64.4,60.53,66.94,73.55,83.01,75.17,72.55,62.12,,67.24,77.95,,76.35
33725.0,66.14,90.87,80.45,69.73,53.8,88.98,79.66,81.04,70.39,73.42,64.35,60.78,66.97,73.55,83.21,75.15,72.64,62.37,,67.3,77.89,,76.4
33756.0,66.13,90.17,79.91,69.49,53.95,88.87,79.79,81.13,70.5,74.13,64.15,60.84,67.2,73.54,83.13,75.06,72.77,62.47,,67.32,77.7,,76.34
33786.0,66.1,89.49,79.57,69.27,54.14,88.5,78.06,80.63,71.08,74.9,63.94,60.9,67.26,73.87,82.77,74.96,72.86,62.59,,67.32,77.43,,76.27
33817.0,66.17,88.93,79.27,68.96,54.39,88.48,77.82,80.39,71.14,74.98,63.97,61.05,67.39,74.05,82.4,75.11,73.17,63.06,,67.11,77.31,,76.24
33848.0,66.24,88.32,79.04,68.81,54.72,88.41,77.46,80.34,71.29,75.23,63.9,61.25,67.41,74.42,82.47,75.09,73.46,63.49,,66.9,77.15,,76.25
33878.0,66.43,87.36,78.16,68.83,54.82,88.59,79.33,81.31,71.03,75.55,64.03,61.24,67.7,74.25,82.96,75.05,73.79,63.94,,67.43,77.03,,76.39
33909.0,66.5,86.64,77.92,68.75,55.24,88.67,79.5,81.7,71.36,75.91,64.03,61.27,67.93,74.34,83.31,75.19,74.08,64.67,,67.59,76.96,,76.57
33939.0,66.68,85.82,77.48,68.58,55.6,88.81,79.85,81.58,71.43,75.85,64.47,61.42,68.05,74.47,82.89,75.4,74.38,64.93,,67.85,76.86,,76.69
33970.0,66.87,85.25,77.65,68.45,56.13,89.07,79.85,81.51,71.53,76.01,64.86,61.56,68.16,74.67,82.56,75.74,74.79,65.22,,68.21,76.89,,76.79
34001.0,67.02,84.66,76.99,68.29,56.43,89.28,80.04,81.54,71.53,76.01,64.95,61.68,68.02,74.82,83.01,75.89,74.8,65.42,,68.65,76.85,,76.85
34029.0,67.37,83.62,76.62,68.07,56.95,89.44,80.02,82.1,71.75,76.22,64.82,61.7,68.53,74.79,83.2,75.99,74.95,65.86,,68.79,76.6,,76.88
34060.0,67.53,82.79,75.91,67.99,57.15,88.94,80.33,82.49,72.23,76.32,64.71,61.93,68.89,74.73,82.8,76.07,75.0,66.56,,68.29,76.4,,76.94
34090.0,67.85,82.04,75.55,67.76,57.57,88.48,80.96,82.59,72.63,76.69,64.83,62.25,69.3,74.73,81.96,76.14,75.38,67.09,,67.86,76.27,,77.04
34121.0,67.99,81.43,75.05,67.47,58.18,88.65,81.35,82.29,72.83,77.29,65.15,62.67,69.3,75.07,81.92,76.33,75.65,67.76,,67.58,76.26,,77.25
34151.0,68.3,80.57,74.49,66.93,58.81,88.82,81.8,82.27,73.12,77.55,65.52,62.96,69.57,75.29,81.99,76.32,75.99,68.17,,67.55,76.09,,77.44
34182.0,68.45,79.48,74.18,66.95,59.53,88.92,82.03,82.61,73.27,77.63,65.73,63.23,69.86,75.36,82.4,76.28,76.11,68.23,,68.01,75.9,,77.62
34213.0,68.99,79.05,74.27,66.83,60.14,88.79,82.35,83.36,73.58,77.81,65.85,63.4,70.49,75.42,82.88,76.33,76.58,68.68,,68.72,75.87,,77.81
34243.0,69.29,78.38,74.26,66.77,60.84,88.62,82.61,83.67,73.77,78.11,65.88,63.77,70.81,75.72,83.14,76.5,76.99,69.22,,69.15,75.81,,77.96
34274.0,69.8,78.23,74.31,66.72,61.43,88.51,82.48,83.44,73.99,78.43,66.22,64.18,71.22,76.32,83.74,76.74,77.65,70.12,,69.66,75.9,,78.16
34304.0,70.13,77.57,74.11,66.63,62.24,88.84,82.71,82.88,74.37,79.11,66.52,64.39,71.21,76.86,83.8,76.8,78.26,70.66,,69.9,75.91,,78.34
34335.0,70.6,77.4,74.27,66.63,62.82,88.99,83.36,82.94,74.76,80.19,66.82,64.53,71.92,77.14,83.97,76.85,78.78,71.12,,70.57,76.06,,78.61
34366.0,71.03,77.44,74.11,66.65,63.48,89.02,84.35,83.49,75.36,80.17,67.07,64.66,72.37,77.29,83.76,76.91,79.03,71.59,,70.41,76.23,,78.74
34394.0,71.43,77.26,74.01,67.32,63.94,89.31,85.17,83.96,75.47,80.08,67.47,65.08,73.23,77.45,84.08,77.24,79.14,72.23,,70.38,76.41,,78.87
34425.0,71.92,77.09,74.02,67.42,64.55,89.48,85.07,83.91,75.52,80.2,68.03,65.26,73.14,77.68,84.4,77.59,79.16,72.73,,70.66,76.58,,79.01
34455.0,72.22,76.67,74.25,67.54,65.05,89.79,85.06,83.98,75.78,80.57,67.93,65.62,73.14,77.87,85.44,77.97,79.52,73.42,,71.22,76.69,,79.24
34486.0,72.48,76.44,74.44,67.61,65.61,90.09,85.29,83.96,76.05,80.62,68.13,65.96,72.91,78.2,85.93,78.06,79.72,73.86,,71.41,76.77,,79.44
34516.0,72.87,76.41,74.55,67.64,65.96,90.18,85.65,84.71,76.4,80.66,68.16,66.38,72.67,78.62,86.29,78.24,79.91,74.55,,71.48,76.87,,79.61
34547.0,73.27,76.41,74.19,67.68,66.3,90.08,86.0,85.02,76.58,80.91,68.29,66.73,72.76,79.14,86.07,78.34,80.15,75.08,,71.37,76.94,,79.8
34578.0,73.77,76.43,73.71,67.54,66.52,90.05,86.16,85.09,76.69,81.18,68.44,67.04,72.83,79.6,86.17,78.41,80.31,75.63,,71.47,76.97,,79.94
34608.0,74.14,76.55,73.73,67.79,66.86,90.04,86.26,84.81,77.13,81.62,68.66,67.32,73.03,79.79,86.28,78.45,80.67,75.82,,71.7,77.1,,80.08
34639.0,74.45,76.47,73.46,68.05,67.18,90.14,86.52,84.83,77.57,81.72,68.79,67.5,73.18,79.89,86.54,78.38,81.12,76.08,,72.0,77.13,,80.17
34669.0,74.9,76.39,73.44,68.31,67.57,89.95,86.84,85.29,78.04,81.86,68.78,67.94,72.9,80.23,87.22,78.49,81.35,76.32,,72.12,77.21,,80.32
34700.0,75.22,76.38,73.05,68.42,67.95,89.67,86.92,85.98,78.23,81.88,68.79,68.97,73.34,80.68,87.32,78.57,81.6,77.16,,72.5,77.2,,80.45
34731.0,75.6,76.02,73.16,68.32,68.31,89.6,86.71,85.88,78.54,82.15,69.01,70.83,73.96,81.22,87.59,78.78,81.6,77.55,,72.0,77.28,,80.55
34759.0,75.67,75.78,73.0,67.73,68.6,89.4,86.75,85.71,78.58,82.28,69.13,70.74,74.78,81.25,87.74,78.57,81.84,78.4,,71.96,77.06,,80.62
34790.0,75.92,75.36,72.92,67.41,68.73,89.13,86.71,85.72,78.61,82.35,68.98,70.19,75.12,81.59,88.27,78.45,82.22,78.16,,71.55,76.88,,80.69
34820.0,76.22,75.12,72.53,67.11,69.16,88.93,86.82,85.85,78.58,82.32,69.09,70.27,75.43,81.82,88.15,78.43,82.49,78.4,,71.57,76.77,,80.73
34851.0,76.79,74.56,72.1,66.92,69.37,88.67,86.96,86.41,78.63,82.52,69.39,70.56,75.58,82.38,88.03,78.43,83.24,79.16,,71.43,76.66,,80.81
34881.0,77.14,74.5,72.09,66.96,69.82,88.57,86.95,86.61,78.93,82.85,69.7,70.91,75.82,82.89,87.92,78.45,83.14,79.9,,71.98,76.7,,80.96
34912.0,77.45,74.28,72.14,67.02,70.16,88.65,87.26,86.85,79.32,83.11,70.03,71.37,76.06,83.43,88.33,78.44,83.66,80.91,,72.34,76.75,,81.14
34943.0,77.6,74.19,72.19,67.11,70.7,88.8,87.24,86.92,79.68,83.43,70.12,71.94,76.23,84.08,88.65,78.51,83.87,81.25,,72.61,76.82,,81.33
34973.0,78.02,74.09,72.11,66.97,71.06,88.76,87.45,87.1,79.98,83.51,70.14,72.39,75.7,84.5,88.92,78.67,84.34,81.78,,72.8,76.86,,81.51
35004.0,78.39,74.03,71.7,66.91,71.36,88.65,87.39,87.27,80.17,83.88,70.11,72.89,75.9,84.9,89.01,78.74,84.44,81.97,,72.96,76.88,,81.65
35034.0,78.86,73.94,71.81,66.85,71.64,88.64,87.52,87.13,80.47,83.96,70.27,73.21,76.14,85.28,89.13,78.85,84.62,82.68,,73.24,76.92,,81.77
35065.0,79.26,73.92,71.89,66.88,71.74,88.66,87.43,87.22,80.8,84.26,70.68,73.58,76.53,85.56,89.19,78.95,84.61,83.2,,73.17,76.99,,81.87
35096.0,79.71,73.84,72.04,66.9,71.96,88.54,87.52,87.39,81.28,83.92,70.96,74.15,76.7,86.07,89.5,79.22,85.05,84.01,,73.28,77.12,,81.99
35125.0,80.08,73.86,71.76,66.81,72.34,88.61,87.16,87.86,81.38,84.02,71.39,74.71,76.82,87.28,89.44,79.5,85.61,84.48,,73.74,77.17,,82.23
35156.0,80.48,73.86,71.82,66.69,72.9,88.87,87.34,88.0,81.66,84.83,71.66,75.41,76.73,87.99,89.77,79.61,86.24,85.21,,73.92,77.34,,82.45
35186.0,80.77,74.0,71.96,66.78,73.33,88.87,87.47,87.93,81.82,85.06,71.82,75.97,76.91,88.6,89.82,79.78,86.38,85.79,,73.9,77.47,,82.64
35217.0,81.02,74.15,71.83,67.02,73.34,88.78,87.57,87.88,82.07,85.21,72.08,76.51,77.34,88.38,90.22,79.37,86.61,86.26,,74.01,77.47,,82.79
35247.0,81.34,74.11,71.72,67.22,73.53,88.71,87.83,87.76,82.09,85.18,72.44,77.04,77.89,88.18,90.22,79.43,87.0,86.67,,73.99,77.51,,82.96
35278.0,81.61,74.05,71.39,67.54,73.54,88.64,87.84,87.9,82.41,85.31,72.93,77.59,78.15,88.28,90.11,79.56,87.27,86.98,,74.45,77.61,,83.12
35309.0,81.86,74.0,71.71,67.8,73.9,88.68,87.98,87.79,82.74,85.54,73.02,78.02,78.47,88.22,89.81,79.76,87.48,87.95,,74.28,77.75,,83.29
35339.0,82.07,74.18,71.83,68.26,74.26,88.82,87.94,88.21,83.04,85.81,73.32,78.58,78.85,88.46,89.66,79.89,87.62,89.0,,74.68,77.95,,83.41
35370.0,82.3,74.42,72.15,68.94,74.74,88.92,88.11,88.29,83.32,86.12,73.48,78.96,79.3,88.92,89.48,79.92,87.72,90.19,,74.72,78.18,,83.59
35400.0,82.48,74.52,72.22,69.21,75.19,88.67,88.0,88.72,83.42,86.45,74.2,79.17,79.59,89.27,90.14,80.2,87.96,90.75,,75.15,78.38,,83.76
35431.0,82.8,74.54,72.56,69.64,75.39,88.78,88.06,88.65,83.7,86.52,74.61,79.35,79.98,89.73,90.78,80.44,87.68,91.24,,75.73,78.57,,83.99
35462.0,83.18,74.4,72.75,69.84,75.76,88.97,88.07,88.65,83.87,86.53,74.91,79.24,79.97,89.89,91.63,80.59,88.48,92.22,,76.33,78.72,,84.22
35490.0,83.55,74.79,72.97,70.64,76.17,89.34,88.34,87.95,84.09,86.83,75.35,80.25,79.89,90.42,91.91,80.59,88.92,93.1,,76.87,78.99,,84.48
35521.0,83.95,75.27,73.25,71.26,76.59,88.92,88.55,88.44,84.52,86.92,75.73,80.97,79.67,90.37,91.63,80.67,88.83,93.53,,77.86,79.25,,84.66
35551.0,84.27,75.76,73.49,71.79,76.94,88.93,88.67,88.71,84.96,86.89,76.13,81.73,80.39,90.55,91.5,80.95,89.0,93.66,,78.78,79.53,,84.9
35582.0,84.39,76.19,74.05,72.31,77.35,88.97,88.75,88.82,85.13,86.89,76.49,82.22,80.73,90.66,91.72,81.39,88.82,93.03,,79.65,79.91,,85.12
35612.0,84.44,76.54,74.42,72.8,77.8,89.01,88.81,88.92,85.35,87.22,76.75,82.52,82.06,91.14,92.08,81.78,89.47,93.16,,80.67,80.22,,85.37
35643.0,84.56,77.16,75.01,73.57,78.31,89.12,88.89,89.23,85.55,87.56,77.07,82.84,82.26,91.42,92.49,81.94,89.4,92.88,,81.11,80.61,,85.61
35674.0,85.03,77.56,75.38,74.12,78.44,89.23,89.17,89.44,86.09,87.97,77.44,83.48,81.76,91.91,92.59,82.06,89.97,93.17,,81.69,80.91,,85.89
35704.0,85.64,78.23,76.2,75.04,78.82,89.54,89.59,89.51,86.43,88.33,78.0,84.0,82.1,92.36,92.89,82.34,89.7,92.95,,82.06,81.42,,86.19
35735.0,86.16,78.89,76.73,75.68,79.33,89.75,89.91,89.72,86.9,88.92,78.62,84.5,82.18,92.56,92.9,82.82,90.43,93.59,,82.77,81.96,,86.67
35765.0,86.56,79.91,78.09,76.5,80.04,89.97,90.33,90.09,87.19,89.38,79.28,84.75,82.59,92.64,93.2,83.27,90.67,93.94,,83.67,82.59,,87.13
35796.0,86.92,81.04,78.98,77.2,80.65,90.11,90.73,90.78,87.63,90.19,79.9,85.18,82.87,92.68,93.24,83.73,91.25,94.09,,84.48,83.26,,87.66
35827.0,87.43,82.19,79.89,77.68,81.01,90.22,91.06,91.08,87.99,90.54,80.57,85.74,83.51,92.95,93.59,84.41,91.62,94.13,,85.65,83.97,,88.05
35855.0,87.69,83.65,81.01,78.31,81.24,90.35,91.14,91.39,88.56,90.7,81.18,86.28,83.7,93.0,94.78,84.94,91.85,94.55,,86.3,84.62,,88.49
35886.0,88.13,84.4,82.08,79.13,81.76,90.55,91.23,91.49,89.17,90.67,81.95,86.95,84.3,93.16,94.77,85.42,92.09,94.97,,87.0,85.19,,88.92
35916.0,88.59,85.4,83.09,80.22,82.42,90.84,91.45,91.6,89.75,90.99,82.79,87.59,84.83,93.6,94.54,85.99,92.42,95.34,,87.58,85.86,,89.4
35947.0,89.25,86.45,84.05,81.39,83.08,91.3,92.03,91.88,90.16,91.56,83.68,88.06,85.35,94.01,94.23,86.48,93.08,95.7,,88.38,86.63,,89.88
35977.0,89.9,87.85,85.15,82.38,83.74,91.55,92.66,92.42,90.45,91.81,84.49,88.47,85.86,94.3,94.3,87.16,93.32,96.03,,89.16,87.43,,90.35
36008.0,90.23,88.93,86.18,83.52,84.55,91.78,92.91,92.67,90.76,92.15,85.28,89.01,86.37,94.62,94.41,87.67,93.55,96.43,,89.77,88.14,,90.82
36039.0,90.62,90.08,87.13,84.44,85.25,91.97,93.07,93.23,91.09,92.27,86.2,89.45,86.77,94.9,94.79,88.23,93.75,96.77,,90.48,88.85,,91.3
36069.0,90.94,90.77,87.71,84.96,86.05,92.4,93.14,93.27,91.86,92.52,86.58,89.98,87.41,95.4,94.88,88.74,94.05,97.09,,91.14,89.35,,91.75
36100.0,91.55,91.29,88.21,85.16,86.8,93.01,93.37,93.81,92.5,92.11,86.88,90.63,88.29,95.63,95.29,89.26,94.55,97.54,,91.82,89.73,,92.23
36130.0,92.2,91.78,88.9,85.4,87.43,93.51,93.57,93.79,93.08,92.66,87.79,91.5,89.04,96.03,95.63,89.56,94.91,98.08,,92.13,90.14,,92.74
36161.0,92.75,92.14,90.11,86.23,88.49,94.19,93.95,94.09,93.59,92.94,89.24,92.43,89.91,96.36,96.25,89.86,95.44,98.74,,92.71,90.71,,93.25
36192.0,93.33,92.72,91.13,87.22,89.46,94.43,94.43,94.46,94.07,93.52,90.56,93.06,90.57,96.67,96.79,90.51,95.79,99.24,,93.1,91.44,,93.71
36220.0,94.02,93.38,91.99,88.29,90.86,94.93,95.12,94.86,94.77,93.62,91.29,93.48,91.28,97.37,96.7,91.29,96.43,98.75,,93.88,92.13,,94.26
36251.0,94.73,94.38,92.49,89.09,91.69,95.52,95.85,95.47,95.14,94.65,92.15,93.63,92.29,98.08,96.86,92.27,96.88,98.82,,94.7,93.05,,94.83
36281.0,95.12,95.23,93.09,89.97,92.55,95.86,96.18,96.14,95.79,95.43,93.0,94.22,92.93,98.45,97.34,93.0,97.2,99.11,,95.43,93.75,,95.39
36312.0,95.59,96.03,94.07,91.28,93.4,96.59,96.08,96.56,96.26,96.32,93.8,94.89,93.72,98.79,97.95,94.04,97.28,99.6,,96.33,94.65,,96.02
36342.0,96.13,96.65,94.95,92.89,94.38,97.29,96.79,97.09,96.91,96.63,95.08,95.86,94.47,99.0,98.22,94.94,97.42,99.86,,96.76,95.5,,96.63
36373.0,96.88,97.18,95.88,94.28,95.56,98.01,97.28,97.45,97.33,97.18,96.08,96.59,95.64,99.24,98.18,96.02,97.92,100.14,,97.46,96.38,,97.26
36404.0,97.62,97.68,96.96,95.6,96.96,98.6,97.89,97.99,97.79,97.75,97.2,97.41,96.99,99.52,98.58,96.79,98.3,100.34,,98.2,97.2,,97.91
36434.0,98.29,98.33,98.02,96.76,98.04,98.99,97.95,98.67,98.5,98.66,98.21,98.01,98.06,99.46,98.99,97.59,98.89,100.67,,99.21,97.98,,98.57
36465.0,98.96,99.24,99.07,98.51,98.85,99.46,98.55,98.97,99.09,99.41,99.27,98.67,98.86,99.55,99.54,98.4,99.61,100.48,,100.05,98.89,,99.2
36495.0,99.64,100.33,100.07,100.03,99.67,100.09,99.32,99.68,99.93,100.14,100.36,99.48,99.62,100.2,99.85,99.35,100.05,100.53,,100.53,99.87,,99.88
36526.0,100.41,101.03,101.1,101.45,100.66,100.87,99.94,100.08,100.38,100.56,100.92,100.15,100.19,100.66,100.4,100.34,100.53,100.59,100.71,101.08,100.75,100.59,100.56
